	X	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol.x	idx	beta	pval	cilb	ciub	i2	tau2	symbol.y
11	ENSG00000111897.6	1.01300917297845	0.941582591379722	1.08985403291579	0.728992400473595	1.06596145614775	0.915481783770853	1.24117578977088	0.410690453386749	SERINC1	20078	-0.762672166793757	1.56344940665612e-10	-0.996270840114808	-0.529073493472705	98.7061786076763	0.306805792062834	SERINC1
12	ENSG00000111911.6	0.915998669177262	0.84396003861662	0.99418636374046	0.0357745614836047	0.895235765542188	0.770058698198039	1.04076101962269	0.149844293412859	HINT3	48294	-0.46196784965441	3.24154234995221e-10	-0.605991155047266	-0.317944544261554	97.0015108663749	0.110951822366213	HINT3
13	ENSG00000114784.3	1.005535524639	0.921947992135448	1.09670144079287	0.900786544702916	0.986058488252207	0.856181163988315	1.13563738978436	0.845522889969648	EIF1B	15767	-0.459011046273926	4.27671899669657e-15	-0.573666053809669	-0.344356038738183	94.4806950777145	0.0660300134475062	EIF1B
14	ENSG00000117758.12	0.905779845382094	0.824784965642459	0.994728520131714	0.0384006177090802	0.909708708598741	0.774645752283754	1.06832049625342	0.248490636032219	STX12	26064	-0.606149922414593	2.38868448756978e-12	-0.775634474911835	-0.436665369917351	97.5132369579123	0.155206018675815	STX12
15	ENSG00000118564.13	0.744651200312441	0.689478708399909	0.804238627489475	6.05885300301047e-14	0.731908995058412	0.605941893471491	0.88406294864083	0.00120069198770266	FBXL5	46879	-0.49148695447813	9.70171134893712e-10	-0.64903661676732	-0.33393729218894	96.1850810284566	0.134471782997918	FBXL5
16	ENSG00000119414.10	0.852192151614806	0.764101036488124	0.950439050065547	0.00406544387380539	0.826545139465036	0.684584864196697	0.997943284029406	0.0475489333721651	PPP6C	12791	-0.232639378136373	1.56198722171158e-11	-0.300269665338676	-0.16500909093407	93.4930828714044	0.0231624199927724	PPP6C
17	ENSG00000119801.11	0.951830500534425	0.869883383584238	1.04149742234946	0.282473192682591	0.948935581627853	0.835574421026397	1.07767628522336	0.419383437056224	YPEL5	20194	-0.423377377844109	4.6805262537969e-09	-0.565026952121228	-0.28172780356699	96.5626707794955	0.109603616692616	YPEL5
18	ENSG00000123091.4	1.01795823101916	0.939490996359725	1.10297912818198	0.663641629211587	1.02743734150927	0.90723956027971	1.16355981037927	0.669813340857169	RNF11	39422	-0.570360016327228	2.76139979091738e-16	-0.706965424323815	-0.433754608330641	96.3046659684978	0.0996257838338103	RNF11
19	ENSG00000131381.11	0.865501677940497	0.788342444787344	0.950212892215748	0.00243020193473692	0.856532932465152	0.729868546446732	1.00517917639967	0.0578681819325701	RBSN	4614	-0.407558300502534	5.87277061532952e-11	-0.52956942582192	-0.285547175183149	95.5937631569067	0.0755676660255606	RBSN
20	ENSG00000135070.12	0.939435826616834	0.863410864097113	1.02215493113368	0.146773121482975	0.93233489221481	0.84605980217944	1.0274076950613	0.157304213516557	ISCA1	44763	-0.360385966694572	6.58833258503669e-09	-0.482146347453393	-0.238625585935752	95.1451913198517	0.0778777107309905	ISCA1
21	ENSG00000136100.11	0.905315496722317	0.83820145108525	0.97780330437798	0.0113692585724133	0.887245212208994	0.791513839120796	0.994555025673587	0.0400056739045926	VPS36	36521	-0.383146578644624	3.644485469309e-15	-0.478607740601518	-0.28768541668773	93.874568886867	0.044882548461415	VPS36
22	ENSG00000137414.5	0.911868510989665	0.850034014002039	0.978201069178055	0.0100198008497252	0.938234579256332	0.833082925982117	1.05665846491157	0.293146457594218	FAM8A1	55381	-0.583668030026235	5.68653882342869e-10	-0.768212305444595	-0.399123754607875	97.8459749118686	0.190735847070521	FAM8A1
23	ENSG00000138688.14	0.918551116374153	0.866611577853683	0.97360360160646	0.00422656156384892	0.924933426340464	0.848647632433948	1.00807662740813	0.0756011137801532	KIAA1109	7106	-0.613770749300116	9.11678576694302e-09	-0.823114034594624	-0.404427464005608	96.000391496991	0.233674111918472	KIAA1109
24	ENSG00000147853.15	0.845296864906657	0.788579289793747	0.906093780383083	2.10856049193574e-06	0.833000631525765	0.740192060112067	0.937445954253098	0.00243128480586265	AK3	44864	-0.731728953109781	2.78041746355886e-12	-0.936949419274878	-0.526508486944684	98.2000723255746	0.241852701767149	AK3
25	ENSG00000148730.6	0.890023858015428	0.817615604493865	0.968844605561354	0.00712328002537716	0.877699187948906	0.721538919145356	1.06765670442093	0.1918798452207	EIF4EBP2	15181	-0.480208386617038	8.60116083636814e-09	-0.643716557637641	-0.316700215596435	97.5566205468439	0.149561218162709	EIF4EBP2
26	ENSG00000159658.9	0.909899184768077	0.832536114818047	0.99445118560719	0.0372788011007706	0.926728226247151	0.802292627391831	1.07046378839993	0.300960995363168	EFCAB14	56917	-0.425693709193331	1.36562322751502e-12	-0.543414352133573	-0.307973066253089	95.6147145971665	0.0727898341364705	EFCAB14
27	ENSG00000163939.17	0.920873294996508	0.853332905466872	0.993759434336786	0.0339184225590299	0.921370937074034	0.815395744524373	1.04111949244948	0.18898406201676	PBRM1	13377	-0.298716229963843	7.96171299810169e-09	-0.400197590447231	-0.197234869480455	90.9889536947068	0.0483150858360952	PBRM1
28	ENSG00000164039.13	0.860214947909584	0.815764233622893	0.907087766425853	2.66266524148688e-08	0.860996690309159	0.780004010273754	0.950399345335611	0.00298524607471746	BDH2	55184	-0.842620264538035	2.77616951599865e-09	-1.12044969350326	-0.564790835572806	98.082340785207	0.42114242945205	BDH2
29	ENSG00000166275.14	0.870346471642121	0.81468492753536	0.929810967525248	3.81925886570713e-05	0.871138856233854	0.781523210784729	0.971030541854838	0.0127482140934941	BORCS7	55003	-0.723547461287704	3.31067675937713e-11	-0.937376977186731	-0.509717945388676	97.9197132333686	0.25935310524322	BORCS7
30	ENSG00000169762.15	0.765963735254693	0.710308624763844	0.825979614030989	4.28797305108402e-12	0.737077892293752	0.645937324398524	0.841078226612912	5.90042405108013e-06	TAPT1	40143	-0.671221349267285	3.05916581744122e-13	-0.851639857508647	-0.490802841025923	98.045390082927	0.182384315842191	TAPT1
31	ENSG00000171862.8	0.92190622370193	0.861929809060951	0.986056029581234	0.0178317415155131	0.916688196415151	0.821780413022079	1.02255692169227	0.118772353587742	PTEN	40590	-0.466678291857819	3.64959768459188e-11	-0.604895480268378	-0.32846110344726	96.5062451948888	0.105877240989145	PTEN
32	ENSG00000180628.13	0.83620022910672	0.779353674379491	0.897193207839622	6.35618385173869e-07	0.827040782505542	0.731934807068482	0.934504616151397	0.00231324503479176	PCGF5	3059	-0.570678828474245	5.80798191160187e-29	-0.670826430805482	-0.470531226143008	90.9462722576909	0.0490809682455675	PCGF5
33	ENSG00000189241.6	0.890734388732579	0.824481216032299	0.962311494601375	0.0033447103117733	0.888000006561055	0.759842737836675	1.03777265003213	0.135249075777102	TSPYL1	43453	-0.674272266467718	4.04473308736325e-12	-0.864817790721698	-0.483726742213737	98.2610142035956	0.204745398324782	TSPYL1
34	ENSG00000215301.8	1.06382611773718	0.974800924550317	1.16098167356769	0.165262580528546	1.06408124103327	0.974737488800475	1.1616141787183	0.165099536265993	DDX3X	30228	-0.327891866509294	1.57762380830332e-12	-0.418823208583536	-0.236960524435051	86.886043712746	0.0366084403466171	DDX3X
